#,Couple,Dance,Song,Date,Series,Week,Order,Craig,Arlene,Darcey,Len,Alesha,Shirley,Guest,Motsi,Bruno,Total,Type
204,Darren & Lilia,Paso doble,Don't Let Me Be Misunderstood,"Series 3, Week 10",3,10,5,9,9,-,9,-,-,-,-,9,36,Latin
205,Zoe & Ian,Samba,Aquarius,"Series 3, Week 10",3,10,6,9,9,-,10,-,-,-,-,10,38,Latin
,Zoe & Ian,Show dance,America,"Series 3, Week 10",3,10,7,-,-,-,-,-,-,-,-,-,-,Speciality
,Colin & Erin,Show dance,You're Easy To Dance With,"Series 3, Week 10",3,10,8,-,-,-,-,-,-,-,-,-,-,Speciality
,Darren & Lilia,Show dance,A Night To Remember,"Series 3, Week 10",3,10,9,-,-,-,-,-,-,-,-,-,-,Speciality
206,Matt & Lilia,Cha cha cha,I Can't Get No Satisfaction,"Series 4, Week 01",4,1,1,2,5,-,6,-,-,-,-,6,19,Latin
207,Nicholas & Nicole,Waltz,(You Make Me Feel Like) A Natural Woman,"Series 4, Week 01",4,1,2,2,2,-,5,-,-,-,-,5,14,Ballroom
208,Ray & Camilla,Cha cha cha,Can You Feel It,"Series 4, Week 01",4,1,3,6,6,-,7,-,-,-,-,8,27,Latin
209,Peter & Erin,Waltz,The Greatest Love Of All,"Series 4, Week 01",4,1,4,6,5,-,7,-,-,-,-,7,25,Ballroom
210,Spoony & Ola,Cha cha cha,Kiss,"Series 4, Week 01",4,1,5,5,7,-,8,-,-,-,-,7,27,Latin
211,Jimmy & Flavia,Waltz,See The Day,"Series 4, Week 01",4,1,6,3,4,-,5,-,-,-,-,5,17,Ballroom
212,Mark & Karen,Cha cha cha,Let's Get Loud,"Series 4, Week 01",4,1,7,7,7,-,7,-,-,-,-,6,27,Latin
213,Carol & Matthew,Quickstep,Nine To Five,"Series 4, Week 02",4,2,1,7,5,-,6,-,-,-,-,7,25,Ballroom
214,Mica & Ian,Rumba,Give Me Something,"Series 4, Week 02",4,2,2,3,5,-,6,-,-,-,-,6,20,Latin
215,Louisa & Vincent,Quickstep,Don't Get Me Wrong,"Series 4, Week 02",4,2,3,7,8,-,6,-,-,-,-,7,28,Ballroom
216,Georgina & James,Rumba,Let's Get It On,"Series 4, Week 02",4,2,4,3,2,-,5,-,-,-,-,4,14,Latin
217,Jan & Anton,Quickstep,When You're Smiling,"Series 4, Week 02",4,2,5,6,6,-,6,-,-,-,-,6,24,Ballroom
218,Claire & Brendan,Rumba,Show Me Heaven,"Series 4, Week 02",4,2,6,7,4,-,4,-,-,-,-,6,21,Latin
219,Emma & Darren,Quickstep,I Got Rhythm,"Series 4, Week 02",4,2,7,8,8,-,8,-,-,-,-,9,33,Ballroom
220,Ray & Camilla,Tango,"Money, Money, Money","Series 4, Week 03",4,3,1,7,6,-,8,-,-,-,-,8,29,Ballroom
221,Carol & Matthew,Jive,Hanky Panky,"Series 4, Week 03",4,3,2,6,7,-,7,-,-,-,-,7,27,Latin
222,Matt & Lilia,Tango,Stand By Me,"Series 4, Week 03",4,3,3,8,7,-,7,-,-,-,-,8,30,Ballroom
223,Georgina & James,Jive,Burning Love,"Series 4, Week 03",4,3,4,3,3,-,6,-,-,-,-,6,18,Latin
224,Spoony & Ola,Tango,Tango D'Amour,"Series 4, Week 03",4,3,5,6,7,-,7,-,-,-,-,7,27,Ballroom
225,Claire & Brendan,Jive,Nutbush City Limits,"Series 4, Week 03",4,3,6,4,6,-,6,-,-,-,-,6,22,Latin
226,Jan & Anton,Jive,Do You Wanna Dance?,"Series 4, Week 03",4,3,7,3,4,-,6,-,-,-,-,5,18,Latin
227,Mark & Karen,Tango,Eleanor Rigby,"Series 4, Week 03",4,3,8,7,8,-,8,-,-,-,-,9,32,Ballroom
228,Emma & Darren,Jive,Edge Of Heaven,"Series 4, Week 03",4,3,9,8,8,-,8,-,-,-,-,9,33,Latin
229,Peter & Erin,Tango,Tango Notturno,"Series 4, Week 03",4,3,10,6,8,-,9,-,-,-,-,8,31,Ballroom
230,Louisa & Vincent,Jive,Smiley Faces,"Series 4, Week 03",4,3,11,8,9,-,9,-,-,-,-,10,36,Latin
231,Emma & Darren,Foxtrot,One,"Series 4, Week 04",4,4,1,8,7,-,7,-,-,-,-,8,30,Ballroom
232,Matt & Lilia,Paso doble,I Would Do Anything For Love (But I Won't Do That),"Series 4, Week 04",4,4,2,7,7,-,7,-,-,-,-,7,28,Latin
233,Jan & Anton,Foxtrot,Night And Day,"Series 4, Week 04",4,4,3,5,5,-,7,-,-,-,-,7,24,Ballroom
234,Mark & Karen,Paso doble,Scott & Fran's Paso Doble,"Series 4, Week 04",4,4,4,8,9,-,9,-,-,-,-,9,35,Latin
235,Carol & Matthew,Foxtrot,Stuck On You,"Series 4, Week 04",4,4,5,6,7,-,8,-,-,-,-,8,29,Ballroom
236,Georgina & James,Foxtrot,Have You Met Miss Jones?,"Series 4, Week 04",4,4,6,5,6,-,8,-,-,-,-,7,26,Ballroom
237,Peter & Erin,Paso doble,Theme From Mission Impossible,"Series 4, Week 04",4,4,7,2,5,-,6,-,-,-,-,6,19,Latin
238,Louisa & Vincent,Foxtrot,Take Another Piece Of My Heart,"Series 4, Week 04",4,4,8,7,5,-,6,-,-,-,-,8,26,Ballroom
239,Ray & Camilla,Paso doble,It's My Life,"Series 4, Week 04",4,4,9,7,8,-,7,-,-,-,-,8,30,Latin
240,Claire & Brendan,Foxtrot,Sweet Caroline,"Series 4, Week 04",4,4,10,7,4,-,6,-,-,-,-,7,24,Ballroom
241,Louisa & Vincent,Salsa,Bailamos,"Series 4, Week 05",4,5,1,6,8,-,7,-,-,-,-,8,29,Speciality
242,Jan & Anton,Viennese Waltz,Iris,"Series 4, Week 05",4,5,2,5,6,-,7,-,-,-,-,7,25,Ballroom
243,Matt & Lilia,Salsa,Perfect Love,"Series 4, Week 05",4,5,3,5,6,-,7,-,-,-,-,7,25,Speciality
244,Ray & Camilla,Viennese Waltz,I'll Make Love To You,"Series 4, Week 05",4,5,4,8,9,-,9,-,-,-,-,9,35,Ballroom
245,Claire & Brendan,Salsa,Senorita,"Series 4, Week 05",4,5,5,4,5,-,6,-,-,-,-,6,21,Speciality
246,Emma & Darren,Viennese Waltz,Kiss From A Rose,"Series 4, Week 05",4,5,6,8,9,-,8,-,-,-,-,9,34,Ballroom
247,Carol & Matthew,Salsa,Don't Stop Til You Get Enough,"Series 4, Week 05",4,5,7,7,6,-,8,-,-,-,-,8,29,Speciality
248,Peter & Erin,Viennese Waltz,Have You Ever Really Loved A Woman?,"Series 4, Week 05",4,5,8,6,7,-,8,-,-,-,-,7,28,Ballroom
249,Mark & Karen,Salsa,"Hot, Hot, Hot","Series 4, Week 05",4,5,9,9,9,-,9,-,-,-,-,9,36,Speciality
250,Ray & Camilla,Samba,I Don't Feel Like Dancing,"Series 4, Week 06",4,6,1,6,6,-,7,-,-,-,-,7,26,Latin
251,Claire & Brendan,American Smooth,Blue Moon,"Series 4, Week 06",4,6,2,8,7,-,9,-,-,-,-,8,32,Speciality
252,Emma & Darren,Samba,Maria,"Series 4, Week 06",4,6,3,9,9,-,9,-,-,-,-,9,36,Latin
253,Mark & Karen,American Smooth,Orange Coloured Sky,"Series 4, Week 06",4,6,4,8,9,-,7,-,-,-,-,9,33,Speciality
254,Louisa & Vincent,Samba,Rhythm Of The Night,"Series 4, Week 06",4,6,5,8,8,-,8,-,-,-,-,8,32,Latin
255,Matt & Lilia,American Smooth,You Make Me Feel So Young,"Series 4, Week 06",4,6,6,8,8,-,9,-,-,-,-,9,34,Speciality
256,Peter & Erin,Samba,Use It Up And Wear It Out,"Series 4, Week 06",4,6,7,3,4,-,6,-,-,-,-,6,19,Latin
257,Carol & Matthew,American Smooth,It's Oh So Quiet,"Series 4, Week 06",4,6,8,6,7,-,7,-,-,-,-,7,27,Speciality
258,Emma & Darren,Cha cha cha,All Right Now,"Series 4, Week 07",4,7,1,7,7,-,7,-,-,-,-,9,30,Latin
259,Claire & Brendan,Tango,Ole Guapa,"Series 4, Week 07",4,7,2,8,8,-,6,-,-,-,-,7,29,Ballroom
260,Mark & Karen,Rumba,Right Here Waiting,"Series 4, Week 07",4,7,3,5,6,-,8,-,-,-,-,8,27,Latin
261,Carol & Matthew,Cha cha cha,Dancing In The Moonlight,"Series 4, Week 07",4,7,4,7,7,-,8,-,-,-,-,8,30,Latin
262,Peter & Erin,Foxtrot,Something's Gotta Give,"Series 4, Week 07",4,7,5,6,6,-,7,-,-,-,-,7,26,Ballroom
263,Louisa & Vincent,Tango,Sweet Dreams (Are Made Of This),"Series 4, Week 07",4,7,6,8,9,-,9,-,-,-,-,9,35,Ballroom
264,Matt & Lilia,Waltz,What A Wonderful World,"Series 4, Week 07",4,7,7,9,9,-,10,-,-,-,-,9,37,Ballroom
265,Matt & Lilia,Jive,I Feel Good,"Series 4, Week 08",4,8,1,6,7,-,8,-,-,-,-,7,28,Latin
266,Carol & Matthew,Waltz,If You Don't Know Me By Now,"Series 4, Week 08",4,8,2,7,7,-,8,-,-,-,-,8,30,Ballroom
267,Louisa & Vincent,Paso doble,Left Outside Alone,"Series 4, Week 08",4,8,3,8,8,-,9,-,-,-,-,9,34,Latin
268,Emma & Darren,American Smooth,Anything Goes,"Series 4, Week 08",4,8,4,8,8,-,9,-,-,-,-,9,34,Speciality
269,Claire & Brendan,Samba,I Love To Love,"Series 4, Week 08",4,8,5,5,5,-,8,-,-,-,-,7,25,Latin
270,Mark & Karen,Viennese Waltz,Piano Man,"Series 4, Week 08",4,8,6,9,9,-,9,-,-,-,-,9,36,Ballroom
271,Carol & Matthew,Viennese Waltz,Breakaway,"Series 4, Week 09",4,9,1,8,8,-,9,-,-,-,-,9,34,Ballroom
272,Matt & Lilia,Quickstep,Walking On Sunshine,"Series 4, Week 09",4,9,2,8,8,-,9,-,-,-,-,9,34,Ballroom
273,Emma & Darren,Waltz,The Way We Were,"Series 4, Week 09",4,9,3,9,8,-,10,-,-,-,-,10,37,Ballroom
274,Mark & Karen,Foxtrot,California Dreaming,"Series 4, Week 09",4,9,4,7,7,-,7,-,-,-,-,7,28,Ballroom
275,Louisa & Vincent,Viennese Waltz,That's Amore,"Series 4, Week 09",4,9,5,8,8,-,8,-,-,-,-,9,33,Ballroom
276,Carol & Matthew,Samba,Club Tropicana,"Series 4, Week 09",4,9,6,7,9,-,9,-,-,-,-,9,34,Latin
277,Matt & Lilia,Rumba,The Blower's Daughter,"Series 4, Week 09",4,9,7,6,6,-,8,-,-,-,-,7,27,Latin
278,Emma & Darren,Paso doble,Explosive,"Series 4, Week 09",4,9,8,9,9,-,9,-,-,-,-,10,37,Latin
279,Mark & Karen,Samba,I Go To Rio,"Series 4, Week 09",4,9,9,9,9,-,9,-,-,-,-,9,36,Latin
280,Louisa & Vincent,Cha cha cha,Rescue Me,"Series 4, Week 09",4,9,10,9,9,-,9,-,-,-,-,9,36,Latin
281,Mark & Karen,Waltz,With You I'm Born Again,"Series 4, Week 10",4,10,1,9,9,-,9,-,-,-,-,9,36,Ballroom
282,Louisa & Vincent,American Smooth,Do Nothing Till You Hear From Me,"Series 4, Week 10",4,10,2,7,8,-,8,-,-,-,-,8,31,Speciality
283,Matt & Lilia,Viennese Waltz,Crazy,"Series 4, Week 10",4,10,3,6,7,-,8,-,-,-,-,8,29,Ballroom
284,Emma & Darren,Tango,Maneater,"Series 4, Week 10",4,10,4,9,8,-,9,-,-,-,-,9,35,Ballroom
285,Mark & Karen,Jive,Blue Suede Shoes,"Series 4, Week 10",4,10,5,5,7,-,8,-,-,-,-,7,27,Latin
286,Louisa & Vincent,Rumba,(Everything I Do) I Do It For You,"Series 4, Week 10",4,10,6,7,7,-,7,-,-,-,-,7,28,Latin
287,Matt & Lilia,Samba,Faith,"Series 4, Week 10",4,10,7,8,8,-,8,-,-,-,-,8,32,Latin
288,Emma & Darren,Rumba,She's The One,"Series 4, Week 10",4,10,8,8,8,-,9,-,-,-,-,9,34,Latin
289,Matt & Lilia,Foxtrot,Moondance,"Series 4, Week 11",4,11,1,9,8,-,9,-,-,-,-,9,35,Ballroom
290,Emma & Darren,Argentine Tango,Santa Maria,"Series 4, Week 11",4,11,2,9,9,-,9,-,-,-,-,9,36,Speciality
291,Mark & Karen,Quickstep,Bye Bye Love,"Series 4, Week 11",4,11,3,9,9,-,8,-,-,-,-,8,34,Ballroom
292,Matt & Lilia,Argentine Tango,I've Seen That Face Before,"Series 4, Week 11",4,11,4,7,7,-,8,-,-,-,-,8,30,Speciality
293,Emma & Darren,Salsa,Ain't Nobody,"Series 4, Week 11",4,11,5,8,7,-,9,-,-,-,-,9,33,Speciality
294,Mark & Karen,Argentine Tango,Goldeneye,"Series 4, Week 11",4,11,6,9,10,-,10,-,-,-,-,10,39,Speciality
295,Matt & Lilia,Waltz,What A Wonderful World,"Series 4, Week 12",4,12,1,9,9,-,10,-,-,-,-,10,38,Ballroom
296,Mark & Karen,Tango,Eleanor Rigby,"Series 4, Week 12",4,12,2,8,8,-,9,-,-,-,-,9,34,Ballroom
297,Mark & Karen,Salsa,"Hot, Hot, Hot","Series 4, Week 12",4,12,3,10,10,-,10,-,-,-,-,10,40,Speciality
298,Mark & Karen,Samba,(Your Love Keeps Lifting Me) Higher and Higher,"Series 4, Week 12",4,12,4,9,9,-,9,-,-,-,-,9,36,Latin
299,Matt & Lilia,Quickstep,(Your Love Keeps Lifting Me) Higher and Higher,"Series 4, Week 12",4,12,5,9,9,-,9,-,-,-,-,9,36,Ballroom
300,Matt & Lilia,Samba,Faith,"Series 4, Week 12",4,12,6,7,7,-,9,-,-,-,-,8,31,Latin
,Matt & Lilia,Show dance,Say A Little Prayer,"Series 4, Week 12",4,12,7,-,-,-,-,-,-,-,-,-,-,Speciality
,Mark & Karen,Show dance,Shout,"Series 4, Week 12",4,12,8,-,-,-,-,-,-,-,-,-,-,Speciality
301,Matt & Flavia,Cha cha cha,Mama Told Me Not To Come,"Series 5, Week 01",5,1,1,5,6,-,6,-,-,-,-,6,23,Latin
302,Brian & Karen,Waltz,The Godfather Waltz,"Series 5, Week 01",5,1,2,4,4,-,5,-,-,-,-,5,18,Ballroom
303,Dominic & Lilia,Cha cha cha,The Shoop Shoop Song,"Series 5, Week 01",5,1,3,6,6,-,7,-,-,-,-,6,25,Latin
304,Willie & Erin,Waltz,Run To You,"Series 5, Week 01",5,1,4,5,5,-,7,-,-,-,-,7,24,Ballroom
305,Gethin & Camilla,Cha cha cha,I Haven’t Stopped Dancing Yet,"Series 5, Week 01",5,1,5,4,5,-,7,-,-,-,-,6,22,Latin
306,Kenny & Ola,Waltz,Are You Lonesome Tonight?,"Series 5, Week 01",5,1,6,4,5,-,6,-,-,-,-,6,21,Ballroom
307,John & Nicole,Cha cha cha,Uptight,"Series 5, Week 01",5,1,7,6,6,-,7,-,-,-,-,7,26,Latin
308,Stephanie & Vincent,Quickstep,Suddenly I See,"Series 5, Week 02",5,2,1,6,6,-,6,-,-,-,-,6,24,Ballroom
309,Letitia & Darren,Rumba,How Deep Is Your Love?,"Series 5, Week 02",5,2,2,4,6,-,7,-,-,-,-,6,23,Latin
310,Kate & Anton,Quickstep,Love Machine,"Series 5, Week 02",5,2,3,2,4,-,5,-,-,-,-,4,15,Ballroom
311,Alesha & Matthew,Rumba,Hurt,"Series 5, Week 02",5,2,4,8,7,-,8,-,-,-,-,8,31,Latin
312,Penny & Ian,Quickstep,I'm Sitting On Top Of The World,"Series 5, Week 02",5,2,5,8,8,-,8,-,-,-,-,9,33,Ballroom
313,Kelly & Brendan,Rumba,She's Like The Wind,"Series 5, Week 02",5,2,6,8,9,-,8,-,-,-,-,8,33,Latin
314,Gabby & James,Quickstep,Things,"Series 5, Week 02",5,2,7,8,7,-,7,-,-,-,-,7,29,Ballroom
315,Gabby & James,Jive,Saturday Night's Alright (For Fighting),"Series 5, Week 03",5,3,1,8,7,-,8,-,-,-,-,8,31,Latin
316,Gethin & Camilla,Tango,Gold,"Series 5, Week 03",5,3,2,6,7,-,8,-,-,-,-,8,29,Ballroom
317,Penny & Ian,Jive,Don't Stop Me Now,"Series 5, Week 03",5,3,3,5,6,-,7,-,-,-,-,7,25,Latin
318,Kenny & Ola,Tango,Call Me,"Series 5, Week 03",5,3,4,6,6,-,7,-,-,-,-,6,25,Ballroom
319,Matt & Flavia,Jive,"Shake, Rattle & Roll","Series 5, Week 03",5,3,5,7,7,-,8,-,-,-,-,8,30,Latin
320,Kate & Anton,Tango,They,"Series 5, Week 03",5,3,6,4,5,-,5,-,-,-,-,5,19,Ballroom
321,Dominic & Lilia,Jive,Candyman,"Series 5, Week 03",5,3,7,6,6,-,7,-,-,-,-,6,25,Latin
322,Letitia & Darren,Tango,Material Girl,"Series 5, Week 03",5,3,8,6,7,-,7,-,-,-,-,7,27,Ballroom
323,John & Nicole,Jive,Reet Petite,"Series 5, Week 03",5,3,9,6,7,-,7,-,-,-,-,7,27,Latin
324,Willie & Erin,Tango,Obertura,"Series 5, Week 03",5,3,10,5,6,-,6,-,-,-,-,6,23,Ballroom
325,Alesha & Matthew,Jive,Shake Your Tail Feather,"Series 5, Week 03",5,3,11,9,9,-,9,-,-,-,-,9,36,Latin
326,Kelly & Brendan,Tango,"Gimme, Gimme, Gimme","Series 5, Week 03",5,3,12,9,9,-,8,-,-,-,-,9,35,Ballroom
327,Alesha & Matthew,American Smooth,"Top Hat, White Tie and Tails","Series 5, Week 04",5,4,1,8,8,-,8,-,-,-,-,9,33,Speciality
328,Gabby & James,Samba,Eso Beso,"Series 5, Week 04",5,4,2,7,7,-,8,-,-,-,-,8,30,Latin
329,Dominic & Lilia,American Smooth,Straighten Up and Fly,"Series 5, Week 04",5,4,3,6,6,-,7,-,-,-,-,7,26,Speciality
330,Kate & Anton,Samba,Dancing Queen,"Series 5, Week 04",5,4,4,3,3,-,6,-,-,-,-,4,16,Latin
331,John & Nicole,American Smooth,Stay With Me,"Series 5, Week 04",5,4,5,4,5,-,7,-,-,-,-,6,22,Speciality
332,Kenny & Ola,Samba,Mujer Latina,"Series 5, Week 04",5,4,6,3,4,-,6,-,-,-,-,5,18,Latin
333,Kelly & Brendan,American Smooth,(Love Is) The Tender Trap,"Series 5, Week 04",5,4,7,8,8,-,8,-,-,-,-,10,34,Speciality
334,Gethin & Camilla,Samba,More Than A Woman,"Series 5, Week 04",5,4,8,6,6,-,7,-,-,-,-,7,26,Latin
335,Letitia & Darren,American Smooth,Makin' Whoopee,"Series 5, Week 04",5,4,9,7,8,-,8,-,-,-,-,8,31,Speciality
336,Penny & Ian,Samba,These Boots Are Made For Walking,"Series 5, Week 04",5,4,10,8,7,-,9,-,-,-,-,8,32,Latin
337,Matt & Flavia,American Smooth,For Once In My Life,"Series 5, Week 04",5,4,11,9,9,-,9,-,-,-,-,9,36,Speciality
338,Kelly & Brendan,Paso doble,You Give Love A Bad Name,"Series 5, Week 05",5,5,1,7,7,-,7,-,-,-,-,7,28,Latin
339,John & Nicole,Foxtrot,My Guy,"Series 5, Week 05",5,5,2,4,6,-,7,-,-,-,-,7,24,Ballroom
340,Letitia & Darren,Paso doble,Live And Let Die,"Series 5, Week 05",5,5,3,7,8,-,8,-,-,-,-,8,31,Latin
341,Gethin & Camilla,Foxtrot,Don't It Make My Brown Eyes Blue,"Series 5, Week 05",5,5,4,7,8,-,8,-,-,-,-,8,31,Ballroom
342,Kenny & Ola,Paso doble,Take Me Out,"Series 5, Week 05",5,5,5,4,5,-,6,-,-,-,-,6,21,Latin
343,Alesha & Matthew,Foxtrot,Heaven,"Series 5, Week 05",5,5,6,9,9,-,9,-,-,-,-,9,36,Ballroom
344,Dominic & Lilia,Paso doble,El Gato Montes,"Series 5, Week 05",5,5,7,5,7,-,7,-,-,-,-,6,25,Latin
345,Kate & Anton,Foxtrot,I Could Write A Book,"Series 5, Week 05",5,5,8,5,7,-,7,-,-,-,-,7,26,Ballroom
346,Matt & Flavia,Paso doble,Smooth Criminal,"Series 5, Week 05",5,5,9,7,8,-,8,-,-,-,-,8,31,Latin
347,Penny & Ian,Foxtrot,This Can't Be Love,"Series 5, Week 05",5,5,10,9,8,-,9,-,-,-,-,9,35,Ballroom
348,Gethin & Camilla,Viennese Waltz,Falling,"Series 5, Week 06",5,6,1,9,9,-,9,-,-,-,-,9,36,Ballroom
349,Penny & Ian,Salsa,Higher,"Series 5, Week 06",5,6,2,6,6,-,7,-,-,-,-,6,25,Speciality
350,Matt & Flavia,Viennese Waltz,When A Man Loves A Woman,"Series 5, Week 06",5,6,3,8,6,-,7,-,-,-,-,8,29,Ballroom
351,Kate & Anton,Salsa,Peanut Vendor,"Series 5, Week 06",5,6,4,3,4,-,6,-,-,-,-,5,18,Speciality
352,Letitia & Darren,Salsa,Pastime Paradise,"Series 5, Week 06",5,6,5,6,6,-,7,-,-,-,-,6,25,Speciality
353,Kenny & Ola,Viennese Waltz,Flower Of Scotland,"Series 5, Week 06",5,6,6,5,7,-,8,-,-,-,-,6,26,Ballroom
354,John & Nicole,Salsa,Ran Kan Kan,"Series 5, Week 06",5,6,7,8,9,-,10,-,-,-,-,9,36,Speciality
355,Kelly & Brendan,Viennese Waltz,Delilah,"Series 5, Week 06",5,6,8,9,9,-,9,-,-,-,-,9,36,Ballroom
356,Alesha & Matthew,Salsa,Gotta Be Startin' Something,"Series 5, Week 06",5,6,9,9,8,-,9,-,-,-,-,9,35,Speciality
357,Kelly & Brendan,Jive,Johnny B Goode,"Series 5, Week 07",5,7,1,9,9,-,9,-,-,-,-,9,36,Latin
358,Letitia & Darren,Foxtrot,Call Me Irresponsible,"Series 5, Week 07",5,7,2,8,8,-,9,-,-,-,-,9,34,Ballroom
359,Kenny & Ola,Cha cha cha,Billie Jean,"Series 5, Week 07",5,7,3,4,5,-,7,-,-,-,-,6,22,Latin
360,Gethin & Camilla,Rumba,Lost,"Series 5, Week 07",5,7,4,7,8,-,8,-,-,-,-,8,31,Latin
361,John & Nicole,Tango,Dance With Me,"Series 5, Week 07",5,7,5,6,7,-,8,-,-,-,-,7,28,Ballroom
362,Kate & Anton,Paso doble,Somebody Told Me,"Series 5, Week 07",5,7,6,4,5,-,7,-,-,-,-,5,21,Latin
363,Alesha & Matthew,Waltz,A Time For Us,"Series 5, Week 07",5,7,7,9,10,-,9,-,-,-,-,10,38,Ballroom
364,Matt & Flavia,Quickstep,"Is You Is, Or Is You Ain't My Baby","Series 5, Week 07",5,7,8,8,9,-,8,-,-,-,-,9,34,Ballroom
365,Gethin & Camilla,Quickstep,You're The Top,"Series 5, Week 08",5,8,1,8,9,-,9,-,-,-,-,8,34,Ballroom
366,John & Nicole,Samba,Sir Duke,"Series 5, Week 08",5,8,2,7,6,-,7,-,-,-,-,7,27,Latin
367,Letitia & Darren,Viennese Waltz,She's Always A Woman,"Series 5, Week 08",5,8,3,8,8,-,7,-,-,-,-,9,32,Ballroom
368,Kelly & Brendan,Samba,Stayin' Alive,"Series 5, Week 08",5,8,4,7,7,-,7,-,-,-,-,8,29,Latin
369,Kenny & Ola,American Smooth,How Sweet It Is,"Series 5, Week 08",5,8,5,6,8,-,8,-,-,-,-,8,30,Speciality
370,Matt & Flavia,Salsa,Vehicle,"Series 5, Week 08",5,8,6,9,10,-,9,-,-,-,-,10,38,Speciality
371,Alesha & Matthew,Cha cha cha,Crazy In Love,"Series 5, Week 08",5,8,7,9,10,-,10,-,-,-,-,10,39,Latin
372,Matt & Flavia,Tango,What Are You Waiting For,"Series 5, Week 09",5,9,1,7,7,-,9,-,-,-,-,9,32,Ballroom
373,Gethin & Camilla,Waltz,If I Were A Painting,"Series 5, Week 09",5,9,2,9,10,-,10,-,-,-,-,10,39,Ballroom
374,Letitia & Darren,Quickstep,Walking Back To Happiness,"Series 5, Week 09",5,9,3,7,7,-,8,-,-,-,-,8,30,Ballroom
375,Kenny & Ola,Foxtrot,They Can't Take That Away From Me,"Series 5, Week 09",5,9,4,7,7,-,8,-,-,-,-,8,30,Ballroom
376,Alesha & Matthew,Tango,Jealousy,"Series 5, Week 09",5,9,5,9,10,-,9,-,-,-,-,10,38,Ballroom
377,Matt & Flavia,Rumba,Get Here,"Series 5, Week 09",5,9,6,8,9,-,8,-,-,-,-,8,33,Latin
378,Gethin & Camilla,Salsa,Azucar,"Series 5, Week 09",5,9,7,8,9,-,9,-,-,-,-,9,35,Speciality
379,Letitia & Darren,Cha cha cha,Drive My Car,"Series 5, Week 09",5,9,8,6,6,-,7,-,-,-,-,7,26,Latin
380,Kenny & Ola,Rumba,Fields Of Gold,"Series 5, Week 09",5,9,9,4,5,-,7,-,-,-,-,7,23,Latin
381,Alesha & Matthew,Samba,(Reach Out) I'll Be There,"Series 5, Week 09",5,9,10,9,8,-,10,-,-,-,-,9,36,Latin
382,Gethin & Camilla,American Smooth,"Green, Green Grass Of Home","Series 5, Week 10",5,10,1,9,9,-,10,-,-,-,-,10,38,Speciality
383,Alesha & Matthew,Viennese Waltz,Memory,"Series 5, Week 10",5,10,2,9,9,-,10,-,-,-,-,10,38,Ballroom
384,Letitia & Darren,Waltz,The Impossible Dream,"Series 5, Week 10",5,10,3,8,9,-,9,-,-,-,-,9,35,Ballroom
385,Matt & Flavia,Foxtrot,Better Together,"Series 5, Week 10",5,10,4,4,6,-,8,-,-,-,-,8,26,Ballroom
386,Gethin & Camilla,Jive,Knock On Wood,"Series 5, Week 10",5,10,5,9,9,-,9,-,-,-,-,10,37,Latin
387,Alesha & Matthew,Paso doble,Toccata,"Series 5, Week 10",5,10,6,9,9,-,9,-,-,-,-,9,36,Latin
388,Letitia & Darren,Jive,Dead Ringer For Love,"Series 5, Week 10",5,10,7,7,7,-,8,-,-,-,-,8,30,Latin
389,Matt & Flavia,Samba,Blame It On The Boogie,"Series 5, Week 10",5,10,8,6,7,-,8,-,-,-,-,8,29,Latin
390,Alesha & Matthew,Quickstep,Valerie,"Series 5, Week 11",5,11,1,9,9,-,10,-,-,-,-,10,38,Ballroom
391,Matt & Flavia,Argentine Tango,La Yumba,"Series 5, Week 11",5,11,2,8,9,-,9,-,-,-,-,9,35,Speciality
392,Gethin & Camilla,Paso doble,Standing In The Way Of Control,"Series 5, Week 11",5,11,3,8,8,-,10,-,-,-,-,8,34,Latin
393,Alesha & Matthew,Argentine Tango,I'd Be Surprisingly Good For You,"Series 5, Week 11",5,11,4,9,9,-,10,-,-,-,-,10,38,Speciality
394,Matt & Flavia,Waltz,Open Arms,"Series 5, Week 11",5,11,5,10,10,-,10,-,-,-,-,10,40,Ballroom
395,Gethin & Camilla,Argentine Tango,The World Is Not Enough,"Series 5, Week 11",5,11,6,9,9,-,9,-,-,-,-,9,36,Speciality
396,Matt & Flavia,American Smooth,For Once In My Life,"Series 5, Week 12",5,12,1,9,9,-,9,-,-,-,-,9,36,Speciality
397,Alesha & Matthew,Waltz,A Time For Us,"Series 5, Week 12",5,12,2,10,10,-,9,-,-,-,-,10,39,Ballroom
398,Matt & Flavia,Salsa,Vehicle,"Series 5, Week 12",5,12,3,9,10,-,10,-,-,-,-,10,39,Speciality
399,Alesha & Matthew,Cha cha cha,Crazy In Love,"Series 5, Week 12",5,12,4,9,9,-,10,-,-,-,-,10,38,Latin
400,Matt & Flavia,Quickstep,We Love To Boogie,"Series 5, Week 12",5,12,5,9,8,-,9,-,-,-,-,9,35,Ballroom
401,Alesha & Matthew,Jive,We Love To Boogie,"Series 5, Week 12",5,12,6,9,8,-,9,-,-,-,-,9,35,Latin
,Matt & Flavia,Show dance,Are You Gonna Go My Way,"Series 5, Week 12",5,12,7,-,-,-,-,-,-,-,-,-,-,Speciality
,Alesha & Matthew,Show dance,Holding Out For A Hero,"Series 5, Week 12",5,12,8,-,-,-,-,-,-,-,-,-,-,Speciality
